fid,COD_REG,COD_UTS,PRO_COM,SEZ21,SEZ21_ID,COD_TIPO_S,TIPO_LOC,LOC21_ID,COD_ZIC,COD_ISAM,COD_ACQUE,COD_ISOLE,COD_MONT_D,COD_AREA_S,COM_ASC1_geo,COM_ASC2_geo,COM_ASC3_geo,POP21,FAM21,ABI21,EDI21,CODREG,REGIONE,CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,COM_ASC1_istat,COM_ASC2_istat,COM_ASC3_istat,P1,P2,P3,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,ST1,ST2,ST2_B,ST3,ST4,ST5,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,ST31,ST32,ST33,EM1,EM2,EM3,EM4,EM5,EM6,PF1,PF3,PF4,PF5,PF6,PF7,PF8,PF9,NA1,A2,A3,A5,A8,match_istat_2023,pop_riferimento,fam_riferimento,abi_riferimento,edi_riferimento,area_m2,area_km2,perimetro_m,dens_pop_km2,persone_famiglia,quota_m_min,quota_m_mean,quota_m_median,quota_m_max,quota_m_std,quota_m_n,pend_deg_min,pend_deg_mean,pend_deg_median,pend_deg_max,pend_deg_std,pend_deg_n,pend_pct_min,pend_pct_mean,pend_pct_median,pend_pct_max,pend_pct_std,pend_pct_n,dislivello_m,classe_pendenza
17,4,22,22205,241,222050000241,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,154,72,104,32,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,140.0,66.0,74.0,3.0,4.0,6.0,6.0,5.0,15.0,7.0,5.0,5.0,3.0,11.0,15.0,9.0,12.0,6.0,28.0,2.0,2.0,1.0,4.0,2.0,10.0,5.0,1.0,4.0,1.0,6.0,7.0,5.0,4.0,4.0,8.0,1.0,2.0,5.0,2.0,3.0,5.0,2.0,4.0,1.0,2.0,5.0,8.0,4.0,8.0,2.0,20.0,135.0,64.0,71.0,3.0,12.0,38.0,48.0,34.0,3.0,2.0,22.0,17.0,20.0,0.0,10.0,16.0,31.0,14.0,52.0,27.0,25.0,11.0,69.0,43.0,4.0,37.0,15.0,7.0,32.0,28.0,45.0,23.0,22.0,17.0,10.0,7.0,7.0,5.0,5.0,2.0,1.0,1.0,15.0,9.0,6.0,2.0,12.0,3.0,1.0,8.0,1.0,1.0,4.0,2.0,7.0,4.0,3.0,115.0,3.0,0.0,5.0,3.0,14.0,70.0,38.0,13.0,8.0,9.0,2.0,0.0,6.0,69.0,67.0,43.0,0.0,110.0,True,140.0,70.0,104.0,32.0,31478.004210677263,0.031478004210677264,1067.9603528684402,4447.550075379694,2.0,397.343994140625,406.4093933105469,405.89300537109375,418.37298583984375,3.914569139480591,31496,0.0,6.210765361785889,4.618800640106201,76.75028991699219,6.0339155197143555,31496,0.0,11.315838813781738,8.078835487365723,424.69451904296875,14.599838256835938,31496,21.02899169921875,debole (3–8°)
18,4,22,22205,242,222050000242,1,1,2220510018,0,0,0,0,0,0,22205006,0,0,269,113,125,66,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205006.0,0.0,0.0,267.0,133.0,134.0,4.0,8.0,20.0,13.0,14.0,10.0,10.0,10.0,14.0,18.0,25.0,37.0,15.0,12.0,21.0,36.0,1.0,3.0,10.0,8.0,9.0,3.0,8.0,7.0,6.0,8.0,9.0,23.0,5.0,9.0,9.0,15.0,3.0,5.0,10.0,5.0,5.0,7.0,2.0,3.0,8.0,10.0,16.0,14.0,10.0,3.0,12.0,21.0,259.0,130.0,129.0,7.0,27.0,58.0,111.0,56.0,2.0,11.0,33.0,53.0,31.0,5.0,16.0,25.0,58.0,25.0,126.0,66.0,60.0,32.0,157.0,69.0,14.0,81.0,33.0,18.0,76.0,36.0,121.0,63.0,58.0,9.0,5.0,4.0,0.0,6.0,3.0,3.0,1.0,2.0,6.0,4.0,2.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,5.0,3.0,2.0,253.0,3.0,0.0,2.0,0.0,9.0,120.0,41.0,36.0,22.0,19.0,1.0,1.0,4.0,174.0,118.0,22.0,0.0,140.0,True,267.0,120.0,125.0,66.0,0.39442010847349707,3.9442010847349706e-07,254.97524774701037,676943173.697091,2.225,,,,,,0,,,,,,0,,,,,,0,,dato non disponibile
19,4,22,22205,246,222050000246,65,4,2220540001,0,0,0,0,0,0,22205007,0,0,28,10,10,5,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,15.0,8.0,7.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,15.0,8.0,7.0,0.0,2.0,3.0,8.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,1.0,4.0,0.0,7.0,5.0,2.0,2.0,10.0,3.0,1.0,5.0,2.0,1.0,5.0,1.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,10.0,6.0,2.0,0.0,8.0,True,15.0,7.0,10.0,5.0,73282.95277312251,0.07328295277312251,1317.5966420339228,204.6860754429296,2.142857142857143,342.20098876953125,374.70953369140625,376.3659973144531,396.4649963378906,12.177290916442871,73289,0.0,17.34221839904785,8.530423164367676,84.45121002197266,17.81056785583496,73289,0.0,40.79607009887695,14.9993896484375,1029.3511962890625,65.4999008178711,73289,54.264007568359375,moderata (8–15°)
20,4,22,22205,247,222050000247,1,2,2220520012,0,0,0,0,0,0,22205007,0,0,83,40,50,20,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,92.0,48.0,44.0,3.0,6.0,5.0,6.0,1.0,2.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,3.0,7.0,14.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,5.0,1.0,4.0,8.0,1.0,3.0,1.0,4.0,0.0,1.0,3.0,4.0,2.0,3.0,4.0,6.0,1.0,2.0,3.0,6.0,84.0,43.0,41.0,3.0,7.0,19.0,28.0,27.0,2.0,5.0,7.0,17.0,12.0,1.0,2.0,12.0,11.0,15.0,42.0,21.0,21.0,14.0,50.0,24.0,9.0,25.0,13.0,5.0,25.0,11.0,38.0,20.0,18.0,4.0,1.0,3.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,1.0,3.0,87.0,0.0,0.0,1.0,0.0,4.0,42.0,16.0,10.0,11.0,4.0,0.0,1.0,0.0,56.0,42.0,12.0,0.0,54.0,True,92.0,42.0,50.0,20.0,28071.847585282583,0.028071847585282583,729.3791899356704,3277.3047702151766,2.1904761904761907,376.06500244140625,388.7777099609375,388.65301513671875,402.70001220703125,6.647275447845459,28075,0.0,9.864272117614746,7.05099630355835,69.26280212402344,9.754590034484863,28075,0.0,18.67452621459961,12.368813514709473,264.12359619140625,22.556396484375,28075,26.635009765625,debole (3–8°)
21,4,22,22205,248,222050000248,22,4,2220540001,0,0,0,0,0,0,22205007,0,0,60,26,28,20,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,47.0,23.0,24.0,4.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,5.0,2.0,3.0,4.0,4.0,3.0,1.0,9.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,6.0,41.0,21.0,20.0,1.0,4.0,8.0,16.0,12.0,1.0,3.0,3.0,5.0,9.0,0.0,1.0,5.0,11.0,3.0,19.0,9.0,10.0,10.0,23.0,13.0,5.0,11.0,6.0,5.0,12.0,7.0,19.0,9.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,0.0,1.0,0.0,1.0,21.0,7.0,8.0,1.0,4.0,1.0,0.0,0.0,28.0,21.0,3.0,0.0,24.0,True,47.0,21.0,28.0,20.0,1832089.386651205,1.832089386651205,8952.155101832115,25.653770139408547,2.238095238095238,349.78900146484375,657.9937133789062,674.2860107421875,895.156005859375,152.92662048339844,1832055,0.0,22.821218490600586,22.89928436279297,85.2275619506836,11.363033294677734,1832055,0.0,44.40560531616211,42.24018096923828,1197.7786865234375,26.86196517944336,1832055,545.3670043945312,elevata (15–25°)
22,4,22,22205,250,222050000250,65,4,2220540001,0,0,0,0,0,0,22205009,0,0,12,6,6,3,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205009.0,0.0,0.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,12.0,7.0,5.0,0.0,2.0,4.0,3.0,3.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,7.0,3.0,4.0,0.0,7.0,4.0,0.0,4.0,3.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,6.0,1.0,1.0,7.0,True,12.0,7.0,6.0,3.0,10.725847266419985,1.0725847266419985e-05,411.9052192120653,1118792.7351500778,1.7142857142857142,332.09698486328125,344.14727783203125,344.406494140625,349.72900390625,3.647967576980591,14,0.8823439478874207,4.194685459136963,3.3276453018188477,12.635167121887207,3.0804686546325684,14,1.540102481842041,7.362765312194824,5.8145246505737305,22.417102813720703,5.45767068862915,14,17.63201904296875,debole (3–8°)
23,4,22,22205,251,222050000251,1,1,2220510018,0,0,0,0,0,0,22205009,0,0,654,296,329,55,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205009.0,0.0,0.0,582.0,292.0,290.0,13.0,18.0,24.0,23.0,23.0,24.0,30.0,21.0,29.0,37.0,29.0,51.0,45.0,61.0,59.0,95.0,7.0,12.0,11.0,16.0,15.0,14.0,15.0,10.0,13.0,20.0,13.0,29.0,21.0,23.0,32.0,41.0,6.0,6.0,13.0,7.0,8.0,10.0,15.0,11.0,16.0,17.0,16.0,22.0,24.0,38.0,27.0,54.0,555.0,276.0,279.0,7.0,48.0,109.0,224.0,167.0,5.0,16.0,60.0,114.0,81.0,2.0,32.0,49.0,110.0,86.0,238.0,130.0,108.0,53.0,299.0,214.0,28.0,162.0,96.0,25.0,137.0,118.0,230.0,128.0,102.0,16.0,6.0,10.0,2.0,11.0,3.0,2.0,1.0,1.0,14.0,5.0,9.0,2.0,13.0,1.0,2.0,4.0,0.0,0.0,9.0,1.0,8.0,2.0,6.0,550.0,8.0,1.0,7.0,1.0,15.0,272.0,92.0,97.0,48.0,26.0,6.0,3.0,0.0,374.0,272.0,27.0,0.0,299.0,True,582.0,272.0,329.0,55.0,5.055034440087663,5.055034440087663e-06,73.77810955086991,115132746.74937865,2.139705882352941,349.78900146484375,353.552978515625,353.552978515625,357.3169860839844,3.7639923095703125,2,3.1638855934143066,7.851540565490723,7.851540565490723,12.53919506072998,4.687654495239258,2,5.527641773223877,13.884444236755371,13.884444236755371,22.241247177124023,8.356802940368652,2,7.527984619140625,debole (3–8°)
24,4,22,22205,255,222050000255,1,1,2220510018,0,0,0,0,0,0,22205009,0,0,443,195,216,87,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205009.0,0.0,0.0,628.0,311.0,317.0,14.0,17.0,27.0,36.0,33.0,25.0,31.0,29.0,33.0,39.0,52.0,48.0,52.0,47.0,46.0,99.0,8.0,11.0,10.0,18.0,22.0,10.0,14.0,15.0,16.0,21.0,26.0,24.0,27.0,20.0,27.0,42.0,6.0,6.0,17.0,18.0,11.0,15.0,17.0,14.0,17.0,18.0,26.0,24.0,25.0,27.0,19.0,57.0,599.0,293.0,306.0,10.0,47.0,141.0,250.0,151.0,5.0,20.0,67.0,125.0,76.0,5.0,27.0,74.0,125.0,75.0,266.0,143.0,123.0,56.0,366.0,188.0,27.0,187.0,88.0,29.0,179.0,100.0,259.0,139.0,120.0,18.0,9.0,9.0,2.0,8.0,8.0,3.0,1.0,2.0,15.0,8.0,7.0,2.0,12.0,4.0,2.0,6.0,1.0,0.0,6.0,3.0,7.0,4.0,3.0,593.0,7.0,2.0,8.0,0.0,18.0,281.0,100.0,89.0,46.0,31.0,11.0,4.0,4.0,405.0,279.0,75.0,0.0,354.0,True,628.0,281.0,216.0,87.0,17.431276836926003,1.7431276836926002e-05,925.5994717396136,36027194.4433617,2.2348754448398576,411.72698974609375,480.55535888671875,463.4840087890625,587.0079956054688,45.09159469604492,13,7.19830322265625,21.347408294677734,23.455947875976562,32.82463073730469,7.536569595336914,13,12.629929542541504,39.84618377685547,43.38984680175781,64.50646209716797,15.220438957214355,13,175.281005859375,elevata (15–25°)
25,4,22,22205,419,222050000419,22,4,2220540001,0,0,0,0,0,0,22205007,0,0,15,4,6,4,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,31.0,15.0,16.0,2.0,1.0,3.0,5.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,29.0,15.0,14.0,1.0,5.0,12.0,8.0,3.0,0.0,2.0,8.0,4.0,1.0,1.0,3.0,4.0,4.0,2.0,10.0,5.0,5.0,6.0,19.0,5.0,1.0,11.0,3.0,5.0,8.0,2.0,9.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,17.0,10.0,5.0,0.0,15.0,True,31.0,10.0,6.0,4.0,905461.7298950546,0.9054617298950546,5335.070590409847,34.236676136044956,3.1,652.9420166015625,790.0202026367188,778.6259765625,998.7069702148438,76.93121337890625,905431,0.0,25.910430908203125,25.48752212524414,81.21597290039062,12.96353816986084,905431,0.0,53.51658630371094,47.67082214355469,647.15380859375,41.30034637451172,905431,345.76495361328125,molto elevata (25–35°)
26,4,22,22205,420,222050000420,22,4,2220540001,0,0,0,0,0,0,22205007,0,0,0,0,1,1,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,10.0,6.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,7.0,1.0,2.0,3.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,True,10.0,3.0,1.0,1.0,496037.44672475004,0.49603744672475003,3074.396132318129,20.159768311905243,3.3333333333333335,529.1840209960938,748.7744750976562,739.60302734375,998.7069702148438,111.5663833618164,496036,0.0,31.903942108154297,31.111690521240234,83.52277374267578,13.77401065826416,496036,0.0,69.85816955566406,60.351688385009766,880.8015747070312,48.386619567871094,496036,469.52294921875,molto elevata (25–35°)
27,4,22,22205,421,222050000421,65,4,2220540001,0,0,0,0,0,0,22205007,0,0,55,22,24,14,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,84.0,47.0,37.0,2.0,3.0,9.0,8.0,4.0,5.0,2.0,3.0,4.0,5.0,11.0,4.0,7.0,6.0,4.0,7.0,2.0,3.0,5.0,6.0,2.0,3.0,0.0,3.0,2.0,2.0,6.0,1.0,4.0,2.0,3.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,79.0,42.0,37.0,0.0,12.0,12.0,23.0,32.0,0.0,6.0,10.0,12.0,14.0,0.0,6.0,2.0,11.0,18.0,39.0,20.0,19.0,14.0,53.0,16.0,10.0,29.0,7.0,4.0,24.0,9.0,39.0,20.0,19.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1.0,0.0,1.0,0.0,1.0,30.0,5.0,11.0,3.0,7.0,4.0,0.0,0.0,50.0,30.0,15.0,0.0,45.0,True,84.0,30.0,24.0,14.0,1083673.9351184187,1.0836739351184186,8854.954649621744,77.51409098053179,2.8,322.0929870605469,477.4534912109375,483.12200927734375,622.3200073242188,54.9674186706543,1083669,0.0,18.510028839111328,11.801135063171387,87.98597717285156,16.800914764404297,1083669,0.0,43.45892333984375,20.893156051635742,2843.672607421875,73.13185119628906,1083669,300.2270202636719,moderata (8–15°)
28,4,22,22205,422,222050000422,22,4,2220540001,0,0,0,0,0,0,22205006,0,0,54,20,24,9,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205006.0,0.0,0.0,55.0,27.0,28.0,4.0,2.0,3.0,6.0,0.0,2.0,3.0,3.0,3.0,2.0,8.0,5.0,6.0,2.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,0.0,1.0,3.0,49.0,24.0,25.0,1.0,4.0,15.0,17.0,12.0,0.0,2.0,8.0,8.0,6.0,1.0,2.0,7.0,9.0,6.0,25.0,15.0,10.0,9.0,37.0,8.0,4.0,19.0,4.0,5.0,18.0,4.0,25.0,15.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,3.0,0.0,1.0,21.0,5.0,6.0,3.0,6.0,1.0,0.0,0.0,32.0,21.0,5.0,0.0,26.0,True,55.0,21.0,24.0,9.0,5.232234409505648,5.2322344095056484e-06,2042.3225394822384,10511761.457032371,2.619047619047619,324.4590148925781,325.5249938964844,325.7590026855469,325.8689880371094,0.5346547961235046,5,2.3717424869537354,4.355401515960693,3.522231101989746,7.024872779846191,1.646451473236084,5,4.1418375968933105,7.62301778793335,6.155209064483643,12.322524070739746,2.894915819168091,5,1.40997314453125,debole (3–8°)
29,4,22,22205,431,222050000431,1,1,2220510018,0,0,0,0,0,0,22205006,0,0,706,348,435,94,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205006.0,0.0,0.0,703.0,337.0,366.0,27.0,28.0,27.0,32.0,30.0,56.0,56.0,46.0,46.0,48.0,49.0,59.0,49.0,39.0,26.0,85.0,13.0,14.0,13.0,16.0,20.0,27.0,32.0,18.0,24.0,22.0,23.0,30.0,28.0,15.0,12.0,30.0,14.0,14.0,14.0,16.0,10.0,29.0,24.0,28.0,22.0,26.0,26.0,29.0,21.0,24.0,14.0,55.0,656.0,315.0,341.0,19.0,45.0,117.0,271.0,204.0,10.0,18.0,55.0,133.0,99.0,9.0,27.0,62.0,138.0,105.0,356.0,181.0,175.0,78.0,429.0,145.0,38.0,220.0,56.0,40.0,209.0,89.0,331.0,169.0,162.0,51.0,23.0,28.0,13.0,25.0,13.0,13.0,3.0,10.0,38.0,20.0,18.0,4.0,42.0,5.0,2.0,20.0,1.0,2.0,22.0,4.0,25.0,12.0,13.0,591.0,17.0,12.0,32.0,5.0,46.0,354.0,163.0,100.0,38.0,47.0,1.0,5.0,10.0,384.0,347.0,88.0,1.0,435.0,True,703.0,354.0,435.0,94.0,0.005336370641881082,5.336370641881082e-09,130.75175812730603,131737476119.57309,1.9858757062146892,,,,,,0,,,,,,0,,,,,,0,,dato non disponibile
30,4,22,22205,486,222050000486,65,4,2220540001,0,0,0,0,0,0,22205006,0,0,46,18,28,12,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205006.0,0.0,0.0,49.0,27.0,22.0,2.0,2.0,4.0,2.0,3.0,3.0,0.0,4.0,1.0,7.0,6.0,5.0,1.0,1.0,1.0,7.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,45.0,25.0,20.0,3.0,3.0,11.0,19.0,9.0,1.0,2.0,6.0,11.0,5.0,2.0,1.0,5.0,8.0,4.0,23.0,14.0,9.0,8.0,29.0,9.0,4.0,18.0,4.0,4.0,11.0,5.0,21.0,13.0,8.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,43.0,0.0,0.0,3.0,0.0,3.0,16.0,1.0,5.0,4.0,4.0,2.0,0.0,0.0,22.0,16.0,13.0,0.0,29.0,True,49.0,16.0,28.0,12.0,1.7545974333715633,1.7545974333715633e-06,1116.3175760864615,27926633.806732286,3.0625,319.3080139160156,319.3080139160156,319.3080139160156,319.3080139160156,0.0,1,3.276008129119873,3.276008129119873,3.276008129119873,3.276008129119873,0.0,1,5.723951816558838,5.723951816558838,5.723951816558838,5.723951816558838,0.0,1,0.0,debole (3–8°)
31,4,22,22205,488,222050000488,22,4,2220540001,0,0,0,0,0,0,22205006,0,0,7,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,7.0,2.0,3.0,2.0,2.7602422270429474,2.7602422270429474e-06,1841.5600648928519,2536009.3152038734,3.5,240.10000610351562,254.4029998779297,250.43800354003906,266.239013671875,10.135014533996582,5,10.497658729553223,17.009056091308594,17.425628662109375,22.214073181152344,4.7357378005981445,5,18.52967643737793,30.816585540771484,31.387231826782227,40.83789825439453,9.041943550109863,5,26.139007568359375,elevata (15–25°)
32,4,22,22205,489,222050000489,65,4,2220540001,0,0,0,0,0,0,22205007,0,0,79,33,34,13,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,74.0,33.0,41.0,5.0,2.0,6.0,8.0,3.0,1.0,4.0,9.0,6.0,4.0,6.0,6.0,5.0,2.0,3.0,4.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,7.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,0.0,1.0,3.0,69.0,33.0,36.0,2.0,4.0,10.0,20.0,33.0,0.0,2.0,4.0,9.0,18.0,2.0,2.0,6.0,11.0,15.0,37.0,18.0,19.0,13.0,51.0,9.0,3.0,25.0,5.0,10.0,26.0,4.0,36.0,18.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,1.0,29.0,9.0,6.0,5.0,7.0,2.0,0.0,2.0,45.0,28.0,9.0,0.0,37.0,True,74.0,29.0,34.0,13.0,139884.97307532342,0.1398849730753234,1630.6163393384581,529.0060710105971,2.5517241379310347,318.3210144042969,342.46575927734375,339.427001953125,372.87298583984375,11.78705883026123,139938,0.0,8.551375389099121,5.419116497039795,71.06713104248047,9.559320449829102,139938,0.0,16.161724090576172,9.48644733428955,291.5303039550781,21.500699996948242,139938,54.551971435546875,debole (3–8°)
