fid,COD_REG,COD_UTS,PRO_COM,SEZ21,SEZ21_ID,COD_TIPO_S,TIPO_LOC,LOC21_ID,COD_ZIC,COD_ISAM,COD_ACQUE,COD_ISOLE,COD_MONT_D,COD_AREA_S,COM_ASC1_geo,COM_ASC2_geo,COM_ASC3_geo,POP21,FAM21,ABI21,EDI21,CODREG,REGIONE,CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,COM_ASC1_istat,COM_ASC2_istat,COM_ASC3_istat,P1,P2,P3,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,ST1,ST2,ST2_B,ST3,ST4,ST5,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,ST31,ST32,ST33,EM1,EM2,EM3,EM4,EM5,EM6,PF1,PF3,PF4,PF5,PF6,PF7,PF8,PF9,NA1,A2,A3,A5,A8,match_istat_2023,pop_riferimento,fam_riferimento,abi_riferimento,edi_riferimento,area_m2,area_km2,perimetro_m,dens_pop_km2,persone_famiglia,quota_m_min,quota_m_mean,quota_m_median,quota_m_max,quota_m_std,quota_m_n,pend_deg_min,pend_deg_mean,pend_deg_median,pend_deg_max,pend_deg_std,pend_deg_n,pend_pct_min,pend_pct_mean,pend_pct_median,pend_pct_max,pend_pct_std,pend_pct_n,dislivello_m,classe_pendenza
33,4,22,22205,490,222050000490,18,1,2220510011,0,0,0,0,0,0,22205007,0,0,2,1,2,2,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,2.0,1.0,2.0,2.0,34813.28644371122,0.03481328644371122,771.6280068099672,57.44933053745881,2.0,377.0090026855469,385.7932434082031,384.1600036621094,400.25799560546875,5.426979064941406,34817,0.0,11.639225006103516,6.681686878204346,80.72483825683594,13.45373249053955,34817,0.0,24.12087059020996,11.714898109436035,612.3281860351562,37.64297103881836,34817,23.248992919921875,debole (3–8°)
34,4,22,22205,491,222050000491,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,278,125,138,36,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,255.0,130.0,125.0,9.0,14.0,10.0,5.0,15.0,19.0,17.0,12.0,15.0,17.0,14.0,13.0,26.0,18.0,20.0,31.0,4.0,4.0,5.0,2.0,11.0,17.0,8.0,7.0,7.0,10.0,5.0,4.0,13.0,11.0,6.0,16.0,5.0,10.0,5.0,3.0,4.0,2.0,9.0,5.0,8.0,7.0,9.0,9.0,13.0,7.0,14.0,15.0,234.0,122.0,112.0,7.0,17.0,29.0,91.0,90.0,2.0,7.0,15.0,50.0,48.0,5.0,10.0,14.0,41.0,42.0,111.0,60.0,51.0,32.0,146.0,69.0,13.0,80.0,33.0,19.0,66.0,36.0,107.0,56.0,51.0,8.0,4.0,4.0,3.0,2.0,3.0,1.0,0.0,1.0,7.0,4.0,3.0,1.0,7.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,4.0,0.0,236.0,3.0,1.0,7.0,0.0,8.0,117.0,43.0,38.0,14.0,17.0,4.0,1.0,4.0,148.0,114.0,16.0,0.0,130.0,True,255.0,117.0,138.0,36.0,37754.49104467318,0.03775449104467318,1059.7848003468364,6754.163357632607,2.1794871794871793,382.32000732421875,396.0154113769531,396.62701416015625,404.1549987792969,3.7571847438812256,37765,0.0,8.84939193725586,4.850507736206055,70.81824493408203,10.904964447021484,37765,0.0,17.108089447021484,8.486015319824219,287.4555969238281,24.950746536254883,37765,21.834991455078125,debole (3–8°)
35,4,22,22205,492,222050000492,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,226,94,108,29,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,202.0,94.0,108.0,5.0,8.0,19.0,14.0,9.0,18.0,10.0,12.0,13.0,16.0,21.0,14.0,15.0,10.0,7.0,11.0,2.0,6.0,7.0,5.0,5.0,8.0,4.0,7.0,6.0,7.0,11.0,8.0,6.0,5.0,3.0,4.0,3.0,2.0,12.0,9.0,4.0,10.0,6.0,5.0,7.0,9.0,10.0,6.0,9.0,5.0,4.0,7.0,189.0,86.0,103.0,7.0,19.0,42.0,57.0,64.0,3.0,9.0,16.0,30.0,28.0,4.0,10.0,26.0,27.0,36.0,101.0,47.0,54.0,31.0,135.0,28.0,14.0,65.0,12.0,17.0,70.0,16.0,97.0,45.0,52.0,8.0,3.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0,2.0,4.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,4.0,2.0,2.0,189.0,2.0,0.0,3.0,1.0,7.0,88.0,31.0,23.0,16.0,13.0,5.0,0.0,2.0,119.0,87.0,13.0,0.0,100.0,True,202.0,88.0,108.0,29.0,38988.721979806745,0.03898872197980675,1132.4605067096215,5180.985416875705,2.2954545454545454,362.9960021972656,383.9396057128906,382.64300537109375,410.6319885253906,9.587015151977539,38984,0.0,18.777542114257812,13.895469665527344,77.5237045288086,17.2889461517334,38984,0.0,41.05400466918945,24.739107131958008,451.9557189941406,49.54302978515625,38984,47.635986328125,moderata (8–15°)
36,4,22,22205,493,222050000493,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,466,183,195,73,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,443.0,210.0,233.0,12.0,18.0,33.0,28.0,27.0,21.0,28.0,19.0,15.0,23.0,27.0,34.0,39.0,36.0,19.0,64.0,8.0,10.0,18.0,12.0,11.0,10.0,18.0,12.0,9.0,11.0,11.0,13.0,16.0,19.0,8.0,24.0,4.0,8.0,15.0,16.0,16.0,11.0,10.0,7.0,6.0,12.0,16.0,21.0,23.0,17.0,11.0,40.0,419.0,195.0,224.0,13.0,46.0,118.0,144.0,98.0,4.0,21.0,51.0,68.0,51.0,9.0,25.0,67.0,76.0,47.0,164.0,85.0,79.0,57.0,234.0,118.0,32.0,108.0,51.0,25.0,126.0,67.0,150.0,76.0,74.0,34.0,19.0,15.0,13.0,18.0,3.0,6.0,3.0,3.0,28.0,16.0,12.0,6.0,27.0,1.0,4.0,15.0,0.0,2.0,12.0,1.0,14.0,9.0,5.0,374.0,5.0,7.0,23.0,5.0,29.0,183.0,60.0,47.0,36.0,27.0,8.0,5.0,2.0,238.0,182.0,29.0,0.0,211.0,True,443.0,183.0,195.0,73.0,98404.94858222715,0.09840494858222715,1701.3799283141373,4501.806122380414,2.420765027322404,396.74798583984375,427.1469421386719,421.135009765625,486.26300048828125,22.823633193969727,98391,0.0,17.971935272216797,12.571066856384277,84.45228576660156,15.865743637084961,98391,0.0,38.03116989135742,22.299633026123047,1029.55224609375,45.86785888671875,98391,89.5150146484375,moderata (8–15°)
37,4,22,22205,494,222050000494,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,272,116,132,60,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,278.0,132.0,146.0,7.0,13.0,11.0,15.0,19.0,16.0,20.0,19.0,11.0,16.0,18.0,19.0,22.0,16.0,14.0,42.0,0.0,7.0,3.0,10.0,8.0,8.0,8.0,11.0,5.0,9.0,9.0,8.0,12.0,8.0,8.0,18.0,7.0,6.0,8.0,5.0,11.0,8.0,12.0,8.0,6.0,7.0,9.0,11.0,10.0,8.0,6.0,24.0,260.0,126.0,134.0,5.0,24.0,48.0,106.0,77.0,1.0,6.0,30.0,49.0,40.0,4.0,18.0,18.0,57.0,37.0,117.0,61.0,56.0,26.0,154.0,71.0,9.0,79.0,34.0,17.0,75.0,37.0,105.0,56.0,49.0,27.0,10.0,17.0,9.0,12.0,6.0,8.0,3.0,5.0,19.0,7.0,12.0,5.0,21.0,1.0,1.0,9.0,0.0,4.0,12.0,1.0,12.0,5.0,7.0,233.0,8.0,0.0,10.0,6.0,21.0,121.0,42.0,40.0,15.0,13.0,9.0,2.0,2.0,137.0,119.0,26.0,1.0,145.0,True,278.0,121.0,132.0,60.0,83581.74067044644,0.08358174067044644,2316.04882926794,3326.0853120554557,2.2975206611570247,418.4330139160156,460.5116882324219,463.0950012207031,514.2169799804688,22.937969207763672,83584,0.0,14.869551658630371,10.238187789916992,76.68704986572266,14.066072463989258,83584,0.0,30.415443420410156,18.061656951904297,422.6031494140625,37.14744186401367,83584,95.78396606445312,moderata (8–15°)
38,4,22,22205,495,222050000495,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,102,39,40,12,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,97.0,56.0,41.0,1.0,1.0,4.0,7.0,10.0,4.0,9.0,4.0,3.0,3.0,12.0,8.0,10.0,4.0,7.0,10.0,0.0,1.0,4.0,6.0,8.0,2.0,5.0,2.0,2.0,0.0,6.0,5.0,4.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,6.0,3.0,6.0,3.0,2.0,5.0,96.0,56.0,40.0,2.0,5.0,14.0,37.0,38.0,2.0,4.0,8.0,24.0,18.0,0.0,1.0,6.0,13.0,20.0,44.0,25.0,19.0,6.0,67.0,21.0,5.0,38.0,11.0,1.0,29.0,10.0,42.0,23.0,19.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,92.0,2.0,0.0,0.0,0.0,3.0,38.0,7.0,13.0,8.0,10.0,0.0,0.0,2.0,62.0,37.0,3.0,0.0,40.0,True,97.0,38.0,40.0,12.0,17807.06903709409,0.01780706903709409,611.7875600182089,5447.274888300724,2.5526315789473686,406.8210144042969,418.28875732421875,418.031005859375,431.86700439453125,5.047942638397217,17802,0.0,10.36768913269043,6.17443323135376,71.92034149169922,11.734681129455566,17802,0.0,20.34139060974121,10.818329811096191,306.3186340332031,28.295461654663086,17802,25.045989990234375,debole (3–8°)
39,4,22,22205,496,222050000496,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,626,251,327,93,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,649.0,308.0,341.0,23.0,38.0,48.0,46.0,44.0,37.0,35.0,33.0,36.0,58.0,53.0,54.0,54.0,33.0,16.0,41.0,8.0,18.0,24.0,22.0,19.0,23.0,19.0,12.0,18.0,29.0,25.0,22.0,26.0,19.0,11.0,13.0,15.0,20.0,24.0,24.0,25.0,14.0,16.0,21.0,18.0,29.0,28.0,32.0,28.0,14.0,5.0,28.0,596.0,286.0,310.0,21.0,61.0,148.0,203.0,163.0,9.0,30.0,80.0,89.0,78.0,12.0,31.0,68.0,114.0,85.0,306.0,156.0,150.0,100.0,419.0,87.0,48.0,203.0,42.0,52.0,216.0,45.0,290.0,146.0,144.0,43.0,15.0,28.0,23.0,13.0,7.0,4.0,0.0,4.0,39.0,15.0,24.0,9.0,31.0,3.0,2.0,12.0,1.0,7.0,19.0,2.0,16.0,10.0,6.0,556.0,10.0,10.0,30.0,4.0,39.0,261.0,76.0,79.0,42.0,46.0,13.0,5.0,8.0,325.0,255.0,73.0,1.0,328.0,True,649.0,261.0,327.0,93.0,230295.50391697034,0.23029550391697035,3672.320646280533,2818.1184129152057,2.4865900383141764,426.8550109863281,498.6879577636719,498.3399963378906,569.2529907226562,28.96306037902832,230286,0.0,12.241507530212402,7.6410980224609375,79.6063461303711,12.572391510009766,230286,0.0,24.28325080871582,13.415862083435059,545.1973876953125,31.233007431030273,230286,142.39797973632812,debole (3–8°)
40,4,22,22205,497,222050000497,22,4,2220540001,0,0,0,0,0,0,22205007,0,0,68,25,27,15,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,71.0,35.0,36.0,3.0,2.0,3.0,7.0,6.0,6.0,1.0,3.0,2.0,4.0,7.0,12.0,6.0,2.0,4.0,3.0,2.0,2.0,1.0,7.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,5.0,1.0,1.0,1.0,2.0,5.0,6.0,3.0,2.0,2.0,1.0,68.0,33.0,35.0,1.0,5.0,15.0,29.0,18.0,1.0,2.0,11.0,14.0,5.0,0.0,3.0,4.0,15.0,13.0,31.0,16.0,15.0,8.0,51.0,9.0,5.0,25.0,4.0,3.0,26.0,5.0,28.0,15.0,13.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,66.0,1.0,0.0,1.0,0.0,3.0,26.0,5.0,8.0,3.0,9.0,1.0,0.0,0.0,37.0,26.0,11.0,0.0,37.0,True,71.0,26.0,27.0,15.0,1744720.7491726775,1.7447207491726775,8759.39250772308,40.69419133902501,2.730769230769231,429.9739990234375,676.040771484375,646.7940063476562,1007.3090209960938,141.33877563476562,1744693,0.0,22.29389762878418,20.779644012451172,85.16708374023438,12.359641075134277,1744693,0.0,43.93674850463867,37.9457893371582,1182.7191162109375,29.9332218170166,1744693,577.3350219726562,elevata (15–25°)
41,4,22,22205,498,222050000498,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,395,169,198,60,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,383.0,184.0,199.0,4.0,8.0,13.0,41.0,38.0,24.0,7.0,7.0,22.0,22.0,48.0,48.0,28.0,8.0,20.0,45.0,2.0,4.0,9.0,25.0,16.0,12.0,3.0,2.0,12.0,9.0,25.0,22.0,14.0,5.0,10.0,14.0,2.0,4.0,4.0,16.0,22.0,12.0,4.0,5.0,10.0,13.0,23.0,26.0,14.0,3.0,10.0,31.0,372.0,179.0,193.0,3.0,23.0,101.0,154.0,91.0,3.0,9.0,53.0,70.0,44.0,0.0,14.0,48.0,84.0,47.0,192.0,97.0,95.0,25.0,277.0,72.0,15.0,135.0,28.0,10.0,142.0,44.0,186.0,93.0,93.0,9.0,6.0,3.0,3.0,2.0,4.0,6.0,4.0,2.0,3.0,2.0,1.0,0.0,8.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,6.0,4.0,2.0,359.0,2.0,2.0,11.0,0.0,9.0,171.0,70.0,37.0,26.0,30.0,7.0,1.0,4.0,211.0,169.0,44.0,0.0,213.0,True,383.0,171.0,198.0,60.0,74678.13387110132,0.07467813387110132,1870.8144992619477,5128.676630579436,2.239766081871345,450.8219909667969,479.1627197265625,481.8710021972656,498.5480041503906,9.667057991027832,74681,0.0,8.498619079589844,5.213103294372559,76.30960845947266,9.703317642211914,74681,0.0,16.154258728027344,9.123772621154785,410.515625,22.520326614379883,74681,47.72601318359375,debole (3–8°)
42,4,22,22205,499,222050000499,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,85,36,37,16,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,86.0,41.0,45.0,4.0,4.0,3.0,3.0,7.0,3.0,3.0,4.0,5.0,8.0,4.0,8.0,7.0,9.0,6.0,8.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,5.0,0.0,6.0,2.0,7.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,5.0,2.0,5.0,4.0,78.0,38.0,40.0,1.0,7.0,23.0,31.0,16.0,0.0,3.0,10.0,19.0,6.0,1.0,4.0,13.0,12.0,10.0,37.0,19.0,18.0,11.0,50.0,23.0,4.0,23.0,12.0,7.0,27.0,11.0,35.0,17.0,18.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,1.0,1.0,1.0,0.0,2.0,36.0,10.0,12.0,6.0,6.0,2.0,0.0,0.0,47.0,36.0,2.0,0.0,38.0,True,86.0,36.0,37.0,16.0,39697.38613258314,0.03969738613258314,1538.6856579387595,2166.389487528808,2.388888888888889,483.22100830078125,531.2845458984375,535.0250244140625,561.4229736328125,18.211820602416992,39718,0.0,13.755546569824219,10.510904312133789,68.98827362060547,11.287053108215332,39718,0.0,26.30086326599121,18.553590774536133,260.3496398925781,25.49110984802246,39718,78.20196533203125,moderata (8–15°)
43,4,22,22205,500,222050000500,1,2,2220526609,0,0,0,0,0,0,22205007,0,0,27,14,17,8,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,25.0,14.0,11.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,24.0,13.0,11.0,1.0,6.0,5.0,10.0,2.0,1.0,4.0,2.0,5.0,1.0,0.0,2.0,3.0,5.0,1.0,10.0,6.0,4.0,2.0,14.0,9.0,2.0,7.0,5.0,0.0,7.0,4.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,1.0,2.0,2.0,0.0,0.0,3.0,13.0,12.0,8.0,0.0,20.0,True,25.0,14.0,17.0,8.0,15870.276789404845,0.015870276789404846,761.9004189286712,1575.2718324793332,1.7857142857142858,654.7130126953125,662.51953125,662.60302734375,671.9290161132812,3.4766385555267334,15869,0.0,8.381279945373535,6.174673080444336,63.12532043457031,7.665480613708496,15869,0.0,15.281982421875,10.818753242492676,197.32684326171875,15.6852445602417,15869,17.21600341796875,debole (3–8°)
44,4,22,22205,501,222050000501,26,4,2220540001,0,0,0,0,0,0,22205007,0,0,49,20,27,12,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,61.0,32.0,29.0,0.0,0.0,2.0,5.0,3.0,3.0,2.0,0.0,2.0,3.0,8.0,5.0,7.0,3.0,3.0,15.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,7.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,8.0,61.0,32.0,29.0,0.0,7.0,18.0,21.0,15.0,0.0,2.0,9.0,12.0,9.0,0.0,5.0,9.0,9.0,6.0,25.0,15.0,10.0,2.0,38.0,21.0,0.0,23.0,9.0,2.0,15.0,12.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,28.0,10.0,8.0,5.0,5.0,0.0,0.0,0.0,39.0,28.0,19.0,0.0,47.0,True,61.0,28.0,27.0,12.0,455552.6265178563,0.45555262651785633,4136.517183083937,133.90329996837144,2.1785714285714284,541.3779907226562,630.4973754882812,641.2739868164062,728.0850219726562,43.27131652832031,455532,0.0,15.568673133850098,13.186426162719727,72.43280792236328,9.854342460632324,455532,0.0,29.24721336364746,23.42979621887207,315.8673400878906,21.87820053100586,455532,186.70703125,moderata (8–15°)
45,4,22,22205,502,222050000502,1,1,2220515704,0,0,0,0,0,0,22205007,0,0,186,90,100,68,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,181.0,99.0,82.0,0.0,4.0,10.0,9.0,8.0,9.0,7.0,2.0,9.0,10.0,21.0,14.0,34.0,12.0,9.0,23.0,0.0,2.0,5.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,12.0,6.0,18.0,11.0,6.0,13.0,0.0,2.0,5.0,6.0,4.0,4.0,3.0,0.0,5.0,6.0,9.0,8.0,16.0,1.0,3.0,10.0,177.0,97.0,80.0,7.0,15.0,47.0,66.0,42.0,4.0,7.0,25.0,38.0,23.0,3.0,8.0,22.0,28.0,19.0,85.0,46.0,39.0,14.0,121.0,42.0,7.0,60.0,28.0,7.0,61.0,14.0,84.0,45.0,39.0,4.0,4.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,173.0,2.0,1.0,1.0,1.0,3.0,89.0,37.0,26.0,15.0,8.0,3.0,0.0,0.0,128.0,89.0,29.0,0.0,118.0,True,181.0,89.0,100.0,68.0,198673.59164929096,0.19867359164929096,2039.111483640984,911.0420690411169,2.033707865168539,696.916015625,754.498046875,751.8410034179688,811.5369873046875,24.08978271484375,198683,0.0,20.543081283569336,19.68718719482422,74.99939727783203,13.812131881713867,198683,0.0,40.7959098815918,35.77995681762695,373.1894836425781,32.14219665527344,198683,114.6209716796875,elevata (15–25°)
46,4,22,22205,503,222050000503,1,2,2220526611,0,0,0,0,0,0,22205007,0,0,25,11,13,8,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,28.0,14.0,14.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,3.0,28.0,14.0,14.0,0.0,1.0,6.0,15.0,6.0,0.0,0.0,2.0,8.0,4.0,0.0,1.0,4.0,7.0,2.0,13.0,8.0,5.0,0.0,20.0,7.0,0.0,11.0,3.0,0.0,9.0,4.0,12.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0,0.0,1.0,13.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,22.0,13.0,1.0,0.0,14.0,True,28.0,13.0,13.0,8.0,31258.54728301666,0.031258547283016656,730.3706089525303,895.7549993122334,2.1538461538461537,615.89697265625,637.7593383789062,638.1595458984375,658.4039916992188,8.987700462341309,31262,0.0,14.501413345336914,10.342965126037598,67.17401885986328,11.715352058410645,31262,0.0,27.812646865844727,18.25055503845215,237.58900451660156,26.2829647064209,31262,42.50701904296875,moderata (8–15°)
47,4,22,22205,504,222050000504,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,642,291,333,86,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,642.0,301.0,341.0,23.0,24.0,37.0,22.0,37.0,35.0,39.0,28.0,32.0,36.0,47.0,68.0,53.0,37.0,29.0,95.0,10.0,9.0,16.0,14.0,23.0,16.0,21.0,15.0,16.0,18.0,21.0,31.0,23.0,16.0,14.0,38.0,13.0,15.0,21.0,8.0,14.0,19.0,18.0,13.0,16.0,18.0,26.0,37.0,30.0,21.0,15.0,57.0,599.0,283.0,316.0,11.0,49.0,120.0,213.0,206.0,3.0,16.0,57.0,114.0,93.0,8.0,33.0,63.0,99.0,113.0,285.0,145.0,140.0,82.0,375.0,158.0,34.0,189.0,68.0,48.0,186.0,90.0,267.0,137.0,130.0,27.0,10.0,17.0,6.0,13.0,8.0,11.0,2.0,9.0,16.0,8.0,8.0,2.0,22.0,3.0,1.0,9.0,0.0,1.0,13.0,3.0,18.0,8.0,10.0,595.0,15.0,0.0,5.0,3.0,24.0,291.0,97.0,97.0,48.0,40.0,7.0,2.0,9.0,385.0,285.0,66.0,1.0,351.0,True,642.0,291.0,333.0,86.0,111513.8110789589,0.1115138110789589,1754.9499232122719,5757.134419389748,2.2061855670103094,374.6929931640625,401.5469970703125,399.0199890136719,434.5039978027344,15.371984481811523,111516,0.0,9.02280330657959,5.62467098236084,74.00438690185547,10.331019401550293,111516,0.0,17.36345863342285,9.848560333251953,348.8421936035156,24.44629669189453,111516,59.811004638671875,debole (3–8°)
