fid,COD_REG,COD_UTS,PRO_COM,SEZ21,SEZ21_ID,COD_TIPO_S,TIPO_LOC,LOC21_ID,COD_ZIC,COD_ISAM,COD_ACQUE,COD_ISOLE,COD_MONT_D,COD_AREA_S,COM_ASC1_geo,COM_ASC2_geo,COM_ASC3_geo,POP21,FAM21,ABI21,EDI21,CODREG,REGIONE,CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,COM_ASC1_istat,COM_ASC2_istat,COM_ASC3_istat,P1,P2,P3,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,ST1,ST2,ST2_B,ST3,ST4,ST5,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,ST31,ST32,ST33,EM1,EM2,EM3,EM4,EM5,EM6,PF1,PF3,PF4,PF5,PF6,PF7,PF8,PF9,NA1,A2,A3,A5,A8,match_istat_2023,pop_riferimento,fam_riferimento,abi_riferimento,edi_riferimento,area_m2,area_km2,perimetro_m,dens_pop_km2,persone_famiglia,quota_m_min,quota_m_mean,quota_m_median,quota_m_max,quota_m_std,quota_m_n,pend_deg_min,pend_deg_mean,pend_deg_median,pend_deg_max,pend_deg_std,pend_deg_n,pend_pct_min,pend_pct_mean,pend_pct_median,pend_pct_max,pend_pct_std,pend_pct_n,dislivello_m,classe_pendenza
48,4,22,22205,505,222050000505,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,275,114,121,29,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,262.0,136.0,126.0,7.0,8.0,8.0,15.0,13.0,15.0,10.0,13.0,11.0,14.0,14.0,24.0,14.0,15.0,33.0,48.0,3.0,3.0,6.0,8.0,10.0,9.0,7.0,6.0,6.0,9.0,7.0,13.0,5.0,7.0,15.0,22.0,4.0,5.0,2.0,7.0,3.0,6.0,3.0,7.0,5.0,5.0,7.0,11.0,9.0,8.0,18.0,26.0,249.0,131.0,118.0,5.0,16.0,50.0,98.0,80.0,2.0,9.0,21.0,52.0,47.0,3.0,7.0,29.0,46.0,33.0,100.0,63.0,37.0,21.0,139.0,95.0,10.0,78.0,44.0,11.0,61.0,51.0,97.0,61.0,36.0,7.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,6.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,240.0,5.0,2.0,8.0,2.0,5.0,109.0,23.0,47.0,17.0,16.0,6.0,0.0,0.0,164.0,109.0,15.0,0.0,124.0,True,262.0,109.0,121.0,29.0,46682.062970741514,0.04668206297074151,989.4880460964968,5612.434055543161,2.403669724770642,387.5010070800781,410.13555908203125,410.3280029296875,442.03399658203125,11.806933403015137,46683,0.0,12.000131607055664,8.647260665893555,67.47508239746094,11.373777389526367,46683,0.0,23.183504104614258,15.20796012878418,241.1247100830078,26.808452606201172,46683,54.532989501953125,moderata (8–15°)
49,4,22,22205,506,222050000506,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,623,261,313,50,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,603.0,293.0,310.0,24.0,24.0,33.0,26.0,32.0,36.0,37.0,42.0,33.0,40.0,38.0,64.0,55.0,32.0,38.0,49.0,9.0,11.0,12.0,14.0,20.0,22.0,21.0,23.0,12.0,22.0,16.0,26.0,35.0,10.0,14.0,26.0,15.0,13.0,21.0,12.0,12.0,14.0,16.0,19.0,21.0,18.0,22.0,38.0,20.0,22.0,24.0,23.0,562.0,275.0,287.0,9.0,36.0,89.0,193.0,235.0,3.0,15.0,43.0,96.0,118.0,6.0,21.0,46.0,97.0,117.0,297.0,155.0,142.0,75.0,381.0,116.0,28.0,201.0,49.0,47.0,180.0,67.0,281.0,147.0,134.0,31.0,15.0,16.0,10.0,12.0,9.0,14.0,7.0,7.0,17.0,8.0,9.0,6.0,22.0,3.0,4.0,10.0,1.0,2.0,12.0,2.0,16.0,8.0,8.0,545.0,12.0,0.0,15.0,5.0,26.0,266.0,89.0,72.0,58.0,41.0,4.0,2.0,12.0,353.0,259.0,58.0,0.0,317.0,True,603.0,266.0,313.0,50.0,122061.13038573785,0.12206113038573785,2005.723093572595,4940.147597309628,2.2669172932330826,348.6809997558594,373.0606689453125,372.91900634765625,396.0480041503906,9.804871559143066,122069,0.0,10.393363952636719,6.895236492156982,76.73793029785156,10.984748840332031,122069,0.0,20.205211639404297,12.092894554138184,424.2842102050781,26.968482971191406,122069,47.36700439453125,debole (3–8°)
50,4,22,22205,507,222050000507,1,2,2220526714,0,0,0,0,0,0,22205007,0,0,30,12,15,10,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,28.0,13.0,15.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,27.0,12.0,15.0,0.0,1.0,7.0,11.0,8.0,0.0,0.0,3.0,6.0,3.0,0.0,1.0,4.0,5.0,5.0,9.0,4.0,5.0,3.0,15.0,10.0,2.0,7.0,4.0,1.0,8.0,6.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,16.0,11.0,3.0,0.0,14.0,True,28.0,11.0,15.0,10.0,16167.449933319827,0.016167449933319828,532.359539897533,1731.874854444066,2.5454545454545454,333.1470031738281,353.6596984863281,354.4469909667969,356.66400146484375,3.420527458190918,16165,0.0,9.185343742370605,3.8376123905181885,80.77994537353516,14.078169822692871,16165,0.0,20.46452522277832,6.707931041717529,616.0521240234375,43.25824737548828,16165,23.516998291015625,debole (3–8°)
51,4,22,22205,508,222050000508,1,2,2220520012,0,0,0,0,0,0,22205007,0,0,23,9,9,7,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,20.0,11.0,9.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,19.0,10.0,9.0,0.0,0.0,5.0,7.0,7.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,11.0,5.0,6.0,2.0,15.0,3.0,2.0,7.0,2.0,0.0,8.0,1.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,12.0,8.0,1.0,0.0,9.0,True,20.0,8.0,9.0,7.0,11983.470464889631,0.011983470464889632,555.3746964495804,1668.965602126529,2.5,364.96600341796875,369.7246398925781,367.59600830078125,380.3840026855469,3.7697556018829346,11984,0.0,7.3221821784973145,3.8905887603759766,67.66468048095703,9.010905265808105,11984,0.0,13.660351753234863,6.800813674926758,243.39768981933594,19.114362716674805,11984,15.417999267578125,debole (3–8°)
52,4,22,22205,509,222050000509,1,1,2220510018,0,0,0,0,0,0,22205007,0,0,18,7,8,6,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,11.0,6.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,10.0,0.0,0.0,6.0,0.0,1.0,4.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,5.0,2.0,0.0,7.0,True,11.0,5.0,8.0,6.0,13604.272449893111,0.013604272449893111,655.275485294086,808.5695167099088,2.2,495.72198486328125,525.8001708984375,524.8289794921875,563.5759887695312,16.36564064025879,13603,0.0,19.478300094604492,18.420307159423828,65.33110809326172,12.22513198852539,13603,0.0,37.51307678222656,33.3049430847168,217.7269287109375,26.0731201171875,13603,67.85400390625,elevata (15–25°)
53,4,22,22205,510,222050000510,22,4,2220540001,0,0,0,0,0,0,22205007,0,0,0,0,1,1,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,0.0,1.0,1.0,2324626.366380766,2.324626366380766,8589.050783490095,0.0,,685.281005859375,1098.6697998046875,1088.1715087890625,1474.946044921875,148.60728454589844,2324632,0.0,30.76938819885254,30.41265296936035,87.2800521850586,13.412069320678711,2324632,0.0,66.98169708251953,58.6993408203125,2104.92236328125,53.413055419921875,2324632,789.6650390625,molto elevata (25–35°)
54,4,22,22205,518,222050000518,22,4,2220540001,0,0,0,0,0,0,22205009,0,0,3,1,2,2,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,True,0.0,0.0,2.0,2.0,27.65580826221799,2.765580826221799e-05,1423.5822745976993,0.0,,1397.428955078125,1575.61279296875,1602.740966796875,1711.56396484375,96.14054870605469,26,8.382068634033203,33.037620544433594,31.686115264892578,65.18791961669922,10.493066787719727,26,14.734737396240234,69.6794662475586,61.75193786621094,216.30001831054688,36.01936721801758,26,314.135009765625,molto elevata (25–35°)
55,4,22,22205,545,222050000545,22,4,2220540001,0,0,0,0,0,0,22205007,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.0,1.0,2777817.664544483,2.777817664544483,10295.417847152628,0.0,,781.9520263671875,1179.1011962890625,1199.697021484375,1737.4630126953125,212.7315216064453,2777803,0.0,28.020307540893555,28.1957950592041,83.31675720214844,12.09116268157959,2777803,0.0,57.12932205200195,53.61008071899414,853.4136962890625,33.27378463745117,2777803,955.510986328125,molto elevata (25–35°)
56,4,22,22205,546,222050000546,1,1,2220510011,0,0,0,0,0,0,22205007,0,0,78,28,30,8,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,77.0,34.0,43.0,0.0,2.0,4.0,11.0,4.0,6.0,1.0,1.0,1.0,3.0,8.0,14.0,9.0,2.0,2.0,9.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,7.0,5.0,2.0,1.0,4.0,0.0,1.0,3.0,8.0,2.0,3.0,0.0,1.0,0.0,2.0,6.0,7.0,4.0,0.0,1.0,5.0,75.0,33.0,42.0,1.0,6.0,17.0,32.0,19.0,1.0,3.0,7.0,12.0,10.0,0.0,3.0,10.0,20.0,9.0,37.0,18.0,19.0,6.0,55.0,13.0,2.0,24.0,7.0,4.0,31.0,6.0,34.0,17.0,17.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,72.0,1.0,1.0,0.0,0.0,3.0,29.0,8.0,6.0,6.0,7.0,1.0,1.0,0.0,48.0,29.0,2.0,0.0,31.0,True,77.0,29.0,30.0,8.0,17645.813557406713,0.017645813557406714,637.4173756981057,4363.641254028764,2.6551724137931036,474.7869873046875,484.50164794921875,484.6570129394531,495.1860046386719,4.400460720062256,17662,0.0,9.280904769897461,6.173234939575195,70.68525695800781,9.70500659942627,17662,0.0,17.48807716369629,10.816213607788086,285.31982421875,21.6187744140625,17662,20.399017333984375,debole (3–8°)
57,4,22,22205,616,222050000616,18,1,2220510011,0,0,0,0,0,0,22205007,0,0,17,4,6,2,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,4.0,1.0,0.0,7.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,5.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,5.0,True,10.0,4.0,6.0,2.0,28585.410892425967,0.02858541089242597,768.6536108128114,349.8288003496782,2.5,366.5140075683594,373.73291015625,373.802001953125,382.2900085449219,2.3566243648529053,28521,0.0,6.4971818923950195,4.373591423034668,64.88170623779297,6.8107829093933105,28521,0.0,11.783414840698242,7.648218154907227,213.29978942871094,13.843586921691895,28521,15.7760009765625,debole (3–8°)
58,4,22,22205,617,222050000617,9,1,2220510011,0,0,0,0,0,0,22205007,0,0,182,0,1,1,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,191.0,45.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,10.0,6.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,6.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,136.0,191.0,45.0,146.0,7.0,77.0,56.0,37.0,14.0,1.0,11.0,15.0,12.0,6.0,6.0,66.0,41.0,25.0,8.0,1.0,1.0,0.0,0.0,7.0,179.0,0.0,5.0,37.0,0.0,2.0,142.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,181.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,41.0,0.0,41.0,True,191.0,0.0,1.0,1.0,30469.10553668964,0.03046910553668964,801.9315764989237,6268.644800550698,,422.09100341796875,436.4671630859375,437.0299987792969,451.90899658203125,7.210425853729248,30465,0.0,10.21721363067627,5.857129096984863,77.42235565185547,11.876171112060547,30465,0.0,20.793853759765625,10.258378028869629,448.1956481933594,34.44917297363281,30465,29.8179931640625,debole (3–8°)
59,4,22,22205,618,222050000618,18,1,2220510011,0,0,0,0,0,0,22205007,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.0,1.0,21650.456525112815,0.021650456525112816,615.8999851569541,0.0,,378.00201416015625,387.9111022949219,386.9800109863281,398.3970031738281,3.1025490760803223,21645,0.0,7.143537998199463,3.4334909915924072,77.58222198486328,11.324288368225098,21645,0.0,14.934795379638672,5.999755859375,454.1541748046875,32.16546630859375,21645,20.394989013671875,debole (3–8°)
60,4,22,22205,619,222050000619,5,1,2220510011,0,0,0,0,0,0,22205007,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.0,1.0,3424.7630697438412,0.0034247630697438413,232.1546246734494,0.0,,397.28399658203125,400.4820861816406,400.55499267578125,403.8139953613281,1.449611783027649,3422,0.0,9.596478462219238,6.777871131896973,70.28541564941406,9.22712230682373,3422,0.0,18.146928787231445,11.885108947753906,279.06536865234375,22.54975700378418,3422,6.529998779296875,debole (3–8°)
61,4,22,22205,620,222050000620,2,1,2220510011,0,0,0,0,0,0,22205007,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.0,1.0,1520.694702722286,0.001520694702722286,160.55481131325553,0.0,,396.385009765625,397.4670715332031,397.4150085449219,398.9949951171875,0.4625566303730011,1518,0.0,4.520830154418945,3.480760097503662,24.984054565429688,3.4889650344848633,1518,0.0,7.955192565917969,6.08255672454834,46.59688949584961,6.275389194488525,1518,2.6099853515625,debole (3–8°)
62,4,22,22205,621,222050000621,5,1,2220510011,0,0,0,0,0,0,22205007,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.0,1.0,2716.053489959593,0.0027160534899595933,215.25446029608545,0.0,,383.0090026855469,385.41387939453125,385.37799072265625,387.53900146484375,0.6279160380363464,2718,0.0,4.939626693725586,3.0968101024627686,49.305904388427734,5.558014392852783,2718,0.0,8.839614868164062,5.410223007202148,116.28495788574219,10.6505708694458,2718,4.529998779296875,debole (3–8°)
63,4,22,22205,622,222050000622,15,1,2220510011,0,0,0,0,0,0,22205007,0,0,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,1.0,3.0,2.0,8673.353531782235,0.008673353531782235,418.83240257660833,115.29565771020937,1.0,393.62298583984375,399.60321044921875,398.84149169921875,406.7309875488281,2.7499892711639404,8676,0.0,6.387404918670654,4.6179938316345215,55.499935150146484,6.520273208618164,8676,0.0,11.558892250061035,8.077418327331543,145.50054931640625,13.163564682006836,8676,13.108001708984375,debole (3–8°)
64,4,22,22205,623,222050000623,37,1,2220510011,0,0,0,0,0,0,22205007,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.0,1.0,14170.45961130482,0.014170459611304819,511.2192088705522,0.0,,385.2560119628906,389.47509765625,388.5849914550781,392.9330139160156,1.8824467658996582,14172,0.0,5.929253101348877,2.7156314849853516,69.10810852050781,9.287321090698242,14172,0.0,11.62102222442627,4.743223667144775,261.9853515625,23.39011573791504,14172,7.677001953125,quasi pianeggiante (<3°)
65,4,22,22205,624,222050000624,5,1,2220510011,0,0,0,0,0,0,22205007,0,0,0,0,1,1,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205007.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,True,2.0,1.0,1.0,1.0,7697.498728972876,0.007697498728972876,413.36905667795605,259.8246612853773,2.0,358.9119873046875,367.0545349121094,367.4330139160156,372.4729919433594,2.844284772872925,7692,0.0,14.602972030639648,9.958502769470215,69.42008972167969,12.757929801940918,7692,0.0,28.881122589111328,17.558029174804688,266.32916259765625,31.35270118713379,7692,13.561004638671875,moderata (8–15°)
66,4,22,22205,861,222050000861,5,1,2220510018,0,0,0,0,0,0,22205010,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.0,1.0,3.074736994960331e-09,3.074736994960331e-15,0.0002982888720284691,0.0,,,,,,,0,,,,,,0,,,,,,0,,dato non disponibile
67,4,22,22205,870,222050000870,5,1,2220510018,0,0,0,0,0,0,22205009,0,0,0,0,1,1,4.0,Trentino-Alto Adige/Südtirol,22.0,Trento,205.0,Trento,22205.0,22205009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,0.0,1.0,1.0,5.768326221848551,5.768326221848551e-06,346.1127119536993,0.0,,243.63800048828125,265.218017578125,269.9779968261719,277.27801513671875,12.851096153259277,4,27.266204833984375,40.30398178100586,40.849082946777344,52.251556396484375,9.962233543395996,4,51.53917694091797,89.38865661621094,88.42819213867188,129.15904235839844,30.88878059387207,4,33.6400146484375,estrema (≥35°)
68,4,22,22205,874,222050000874,10,1,2220510018,0,0,0,0,0,0,22205009,0,0,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2.0,1.0,3.0,2.0,0.0022368476181360043,2.2368476181360043e-09,0.8082302122576712,894115443.4411707,2.0,,,,,,0,,,,,,0,,,,,,0,,dato non disponibile
